LABEL,ABBR,CAP,LOC,POS,POS+1,POS-1,PREF,SUFF,WORD,WORD+1,WORD-1,TAG,TAG+1,TAG-1
-,0,0,0,NOUN,ADP,DET,0,0,63,pct,the,NN,IN,DT
-,0,0,0,ADP,DET,NOUN,0,0,pct,of,63,IN,DT,NN
-,0,0,0,DET,NUM,ADP,0,0,of,Revlonshares,pct,DT,CD,IN
-,0,1,0,NUM,NOUN,DET,0,0,Revlonshares,he,of,CD,NN,DT
-,0,0,0,NOUN,ADP,NUM,0,0,he,did,Revlonshares,NN,IN,CD
-,0,0,0,ADP,NOUN,NOUN,0,0,did,not,he,IN,NNS,NN
-,0,0,0,NOUN,PRON,ADP,0,0,not,already,did,NNS,PRP,IN
-,0,0,0,PRON,AUX,NOUN,0,0,already,own.,not,PRP,VBD,NNS
-,1,0,0,AUX,OMEGAPOS,PRON,0,0,own.,OMEGA,already,VBD,OMEGATAG,PRP
-,0,1,0,SCONJ,DET,PHIPOS,0,0,Since,the,PHI,IN,DT,PHITAG
-,0,0,0,DET,NOUN,SCONJ,0,0,the,offer,Since,DT,NN,IN
-,0,0,0,NOUN,AUX,DET,0,0,offer,was,the,NN,VBD,DT
-,0,0,0,AUX,VERB,NOUN,0,0,was,made,offer,VBD,VBN,NN
-,0,0,0,VERB,ADP,AUX,0,0,made,over,was,VBN,IN,VBD
-,0,0,0,ADP,DET,VERB,0,0,over,a,made,IN,DT,VBN
I-STAT,0,0,0,DET,NOUN,ADP,0,0,a,dozen,over,DT,NN,IN
-,0,0,0,NOUN,NOUN,DET,0,0,dozen,shareholder,a,NN,NN,DT
-,0,0,0,NOUN,NOUN,NOUN,0,0,shareholder,lawsuitswere,dozen,NN,NN,NN
-,0,0,0,NOUN,VERB,NOUN,0,0,lawsuitswere,brought,shareholder,NN,VBN,NN
-,0,0,0,VERB,ADP,NOUN,0,0,brought,against,lawsuitswere,VBN,IN,NN
-,0,0,0,ADP,PROPN,VERB,0,0,against,Revlon,brought,IN,NNP,VBN
B-AQ,0,1,0,PROPN,VERB,ADP,0,0,Revlon,alleging,against,NNP,VBG,IN
-,0,0,0,VERB,DET,PROPN,0,0,alleging,the,Revlon,VBG,DT,NNP
-,0,0,0,DET,ADJ,VERB,0,0,the,original,alleging,DT,JJ,VBG
-,0,0,0,ADJ,NOUN,DET,0,0,original,offer,the,JJ,NN,DT
-,0,0,0,NOUN,AUX,ADJ,0,0,offer,was,original,NN,VBD,JJ
-,0,0,0,AUX,ADJ,NOUN,0,0,was,toolow.,offer,VBD,JJ,NN
-,0,0,0,ADJ,OMEGAPOS,AUX,0,0,toolow.,OMEGA,was,JJ,OMEGATAG,VBD
-,0,1,0,CCONJ,PUNCT,PHIPOS,0,0,"But,",the,PHI,CC,",",PHITAG
-,0,0,0,PUNCT,DET,CCONJ,0,0,the,companies,"But,",",",DT,CC
-,0,0,0,DET,NOUN,PUNCT,0,0,companies,said,the,DT,NNS,","
-,0,0,0,NOUN,VERB,DET,0,0,said,these,companies,NNS,VBD,DT
-,0,0,0,VERB,DET,NOUN,0,0,these,lawsuits,said,VBD,DT,NNS
-,0,0,0,DET,NOUN,VERB,0,0,lawsuits,have,these,DT,NNS,VBD
-,0,0,0,NOUN,AUX,DET,0,0,have,been,lawsuits,NNS,VBP,DT
-,0,0,0,AUX,AUX,NOUN,0,0,been,settled,have,VBP,VBN,NNS
-,0,0,0,AUX,VERB,AUX,0,0,settled,inthe,been,VBN,VBN,VBP
-,0,0,0,VERB,ADJ,AUX,0,0,inthe,amended,settled,VBN,JJ,VBN
-,0,0,0,ADJ,VERB,VERB,0,0,amended,offer.,inthe,JJ,VBN,VBN
-,0,0,0,VERB,OMEGAPOS,ADJ,0,0,offer.,OMEGA,amended,VBN,OMEGATAG,JJ
B-SELL,0,1,0,PROPN,PROPN,PHIPOS,0,0,Goodyear,Tire,PHI,NNP,NNP,PHITAG
I-SELL,0,1,0,PROPN,CCONJ,PROPN,0,0,Tire,and,Goodyear,NNP,CC,NNP
I-SELL,0,0,0,CCONJ,PROPN,PROPN,0,0,and,Rubber,Tire,CC,NNP,NNP
I-SELL,0,1,0,PROPN,PROPN,CCONJ,0,1,Rubber,Co,and,NNP,NNP,CC
I-SELL,0,1,0,PROPN,VERB,PROPN,0,0,Co,said,Rubber,NNP,VBD,NNP
-,0,0,0,VERB,NOUN,PROPN,0,0,said,itexpects,Co,VBD,NNS,NNP
-,0,0,0,NOUN,PART,VERB,0,0,itexpects,to,said,NNS,TO,VBD
I-STAT,0,0,0,PART,VERB,NOUN,0,0,to,sell,itexpects,TO,VB,NNS
I-STAT,0,0,0,VERB,PRON,PART,0,0,sell,its,to,VB,PRP$,TO
-,0,0,0,PRON,PROPN,VERB,0,0,its,Celeron,sell,PRP$,NNP,VB
B-AQ,0,1,0,PROPN,PROPN,PRON,0,1,Celeron,Corp,its,NNP,NNP,PRP$
I-AQ,0,1,0,PROPN,NOUN,PROPN,0,0,Corp,oil,Celeron,NNP,NN,NNP
B-AQB,0,0,0,NOUN,CCONJ,PROPN,0,0,oil,and,Corp,NN,CC,NNP
I-SELL,0,0,0,CCONJ,NOUN,NOUN,0,0,and,gas,oil,CC,NN,NN
I-AQB,0,0,0,NOUN,NOUN,CCONJ,0,0,gas,subsidiary,and,NN,NN,CC
-,0,0,0,NOUN,ADV,NOUN,0,0,subsidiary,forabout,gas,NN,RB,NN
-,0,0,0,ADV,NUM,NOUN,0,0,forabout,two,subsidiary,RB,CD,NN
I-AMT,0,0,0,NUM,NUM,ADV,0,0,two,billion,forabout,CD,CD,RB
I-AMT,0,0,0,NUM,NOUN,NUM,0,0,billion,dlrs,two,CD,NN,CD
I-AMT,0,0,0,NOUN,ADP,NUM,0,0,dlrs,in,billion,NN,IN,CD
-,0,0,0,ADP,ADV,NOUN,0,0,in,about,dlrs,IN,RB,NN
-,0,0,0,ADV,NUM,ADP,0,0,about,two,in,RB,CD,IN
I-AMT,0,0,0,NUM,NOUN,ADV,0,0,two,months.,about,CD,NNS,RB
-,0,0,0,NOUN,OMEGAPOS,NUM,0,0,months.,OMEGA,two,NNS,OMEGATAG,CD
-,0,1,0,ADP,DET,PHIPOS,0,0,After,the,PHI,IN,DT,PHITAG
-,0,0,0,DET,NOUN,ADP,0,0,the,company's,After,DT,NN,IN
-,0,0,0,NOUN,PART,DET,0,0,company's,annual,the,NN,POS,DT
-,0,0,0,PART,ADJ,NOUN,0,0,annual,"meeting,",company's,POS,JJ,NN
-,0,0,0,ADJ,NOUN,PART,0,0,"meeting,",Rober,annual,JJ,NN,POS
-,0,1,0,NOUN,PUNCT,ADJ,0,0,Rober,"Mercer,Goodyear's","meeting,",NN,",",JJ
-,0,1,0,PUNCT,PROPN,NOUN,0,0,"Mercer,Goodyear's",chairman,Rober,",",NNP,NN
-,0,0,0,PROPN,PROPN,PUNCT,0,0,chairman,and,"Mercer,Goodyear's",NNP,NNP,","
I-SELL,0,0,0,PROPN,PUNCT,PROPN,0,0,and,chief,chairman,NNP,",",NNP
-,0,0,0,PUNCT,PROPN,PROPN,0,0,chief,executive,and,",",NNP,NNP
-,0,0,0,PROPN,PART,PUNCT,0,0,executive,"officer,",chief,NNP,POS,","
-,0,0,0,PART,NOUN,PROPN,0,0,"officer,",also,executive,POS,NN,NNP
-,0,0,0,NOUN,CCONJ,PART,0,0,also,saidGoodyear,"officer,",NN,CC,POS
-,0,0,0,CCONJ,ADJ,NOUN,0,0,saidGoodyear,expects,also,CC,JJ,NN
B-STAT,0,0,0,ADJ,ADJ,CCONJ,0,0,expects,to,saidGoodyear,JJ,JJ,CC
I-STAT,0,0,0,ADJ,NOUN,ADJ,0,0,to,report,expects,JJ,NN,JJ
-,0,0,0,NOUN,PUNCT,ADJ,0,0,report,a,to,NN,",",JJ
-,0,0,0,PUNCT,ADV,NOUN,0,0,a,profit,report,",",RB,NN
-,0,0,0,ADV,NOUN,PUNCT,0,0,profit,of,a,RB,NN,","
-,0,0,0,NOUN,VERB,ADV,0,0,of,more,profit,NN,VBZ,RB
-,0,0,0,VERB,PART,NOUN,0,0,more,than,of,VBZ,TO,NN
-,0,0,0,PART,VERB,VERB,0,0,than,one,more,TO,VB,VBZ
-,0,0,0,VERB,DET,PART,0,0,one,dlr,than,VB,DT,TO
I-AMT,0,0,0,DET,NOUN,VERB,0,0,dlr,ashare,one,DT,NN,VB
-,0,0,0,NOUN,ADP,DET,0,0,ashare,from,dlr,NN,IN,DT
-,0,0,0,ADP,ADJ,NOUN,0,0,from,continuing,ashare,IN,JJR,NN
-,0,0,0,ADJ,SCONJ,ADP,0,0,continuing,operations,from,JJR,IN,IN
-,0,0,0,SCONJ,NUM,ADJ,0,0,operations,in,continuing,IN,CD,JJR
-,0,0,0,NUM,NOUN,SCONJ,0,0,in,the,operations,CD,NN,IN
-,0,0,0,NOUN,NOUN,NUM,0,0,the,first,in,NN,NN,CD
-,0,0,0,NOUN,ADP,NOUN,0,0,first,quarter.,the,NN,IN,NN
-,0,0,0,ADP,OMEGAPOS,NOUN,0,0,quarter.,OMEGA,first,IN,OMEGATAG,NN
-,0,1,0,ADP,NOUN,PHIPOS,0,0,In,thesame,PHI,IN,NN,PHITAG
-,0,0,0,NOUN,NOUN,ADP,0,0,thesame,year-ago,In,NN,NN,IN
-,0,0,0,NOUN,PUNCT,NOUN,0,0,year-ago,"period,",thesame,NN,HYPH,NN
-,0,0,0,PUNCT,ADJ,NOUN,0,0,"period,",Goodyear,year-ago,HYPH,JJ,NN
B-SELL,0,1,0,ADJ,NOUN,PUNCT,0,0,Goodyear,reported,"period,",JJ,NN,HYPH
-,0,0,0,NOUN,PUNCT,ADJ,0,0,reported,a,Goodyear,NN,",",JJ
-,0,0,0,PUNCT,PROPN,NOUN,0,0,a,loss,reported,",",NNP,NN
-,0,0,0,PROPN,VERB,PUNCT,0,0,loss,of,a,NNP,VBD,","
-,0,0,0,VERB,DET,PROPN,0,0,of,64,loss,VBD,DT,NNP
-,0,0,0,DET,NOUN,VERB,0,0,64,cents,of,DT,NN,VBD
-,0,0,0,NOUN,ADP,DET,0,0,cents,ashare,64,NN,IN,DT
-,0,0,0,ADP,NUM,NOUN,0,0,ashare,from,cents,IN,CD,NN
-,0,0,0,NUM,NOUN,ADP,0,0,from,continuing,ashare,CD,NNS,IN
-,0,0,0,NOUN,ADJ,NUM,0,0,continuing,operations.,from,NNS,JJ,CD
-,0,0,0,ADJ,OMEGAPOS,NOUN,0,0,operations.,OMEGA,continuing,JJ,OMEGATAG,NNS
-,0,1,0,PROPN,VERB,PHIPOS,0,0,Mercer,said,PHI,NNP,VBD,PHITAG
-,0,0,0,VERB,ADV,PROPN,0,0,said,about,Mercer,VBD,RB,NNP
-,0,0,0,ADV,NUM,VERB,0,0,about,seven,said,RB,CD,VBD
-,0,0,0,NUM,NOUN,ADV,0,0,seven,companies,about,CD,NNS,RB
-,0,0,0,NOUN,AUX,NUM,0,0,companies,are,seven,NNS,VBP,CD
-,0,0,0,AUX,ADJ,NOUN,0,0,are,interested,companies,VBP,JJ,NNS
-,0,0,0,ADJ,ADP,AUX,0,0,interested,in,are,JJ,IN,VBP
-,0,0,0,ADP,PROPN,ADJ,0,0,in,buyingCeleron,interested,IN,NNP,JJ
-,0,0,0,PROPN,CCONJ,ADP,0,0,buyingCeleron,and,in,NNP,CC,IN
I-SELL,0,0,0,CCONJ,PRON,PROPN,0,0,and,they,buyingCeleron,CC,PRP,NNP
-,0,0,0,PRON,AUX,CCONJ,0,0,they,may,and,PRP,MD,CC
-,0,0,0,AUX,VERB,PRON,0,0,may,form,they,MD,VB,PRP
-,0,0,0,VERB,DET,AUX,0,0,form,a,may,VB,DT,MD
-,0,0,0,DET,NOUN,VERB,0,0,a,consortium,form,DT,NN,VB
-,0,0,0,NOUN,PART,DET,0,0,consortium,to,a,NN,TO,DT
I-STAT,0,0,0,PART,VERB,NOUN,0,0,to,buy,consortium,TO,VB,NN
-,0,0,0,VERB,DET,PART,0,0,buy,the,to,VB,DT,TO
-,0,0,0,DET,NOUN,VERB,0,0,the,unit.,buy,DT,NN,VB
-,0,0,0,NOUN,OMEGAPOS,DET,0,0,unit.,OMEGA,the,NN,OMEGATAG,DT
B-AQ,0,1,0,PROPN,VERB,PHIPOS,0,0,Celeron,consists,PHI,NNP,VBZ,PHITAG
-,0,0,0,VERB,ADP,PROPN,0,0,consists,of,Celeron,VBZ,IN,NNP
-,0,0,0,ADP,NOUN,VERB,0,0,of,oil,consists,IN,NN,VBZ
B-AQB,0,0,0,NOUN,CCONJ,ADP,0,0,oil,and,of,NN,CC,IN
I-SELL,0,0,0,CCONJ,NOUN,NOUN,0,0,and,gas,oil,CC,NN,NN
I-AQB,0,0,0,NOUN,NOUN,CCONJ,0,0,gas,reserves,and,NN,NNS,CC
-,0,0,0,NOUN,CCONJ,NOUN,0,0,reserves,and,gas,NNS,CC,NN
I-SELL,0,0,0,CCONJ,DET,NOUN,0,0,and,an,reserves,CC,DT,NNS
-,0,0,0,DET,ADJ,CCONJ,0,0,an,almostcomplete,and,DT,JJ,CC
-,0,0,0,ADJ,NOUN,DET,0,0,almostcomplete,pipeline,an,JJ,NN,DT
-,0,0,0,NOUN,VERB,ADJ,0,0,pipeline,linking,almostcomplete,NN,VBG,JJ
-,0,0,0,VERB,NOUN,NOUN,0,0,linking,drilling,pipeline,VBG,NN,NN
-,0,0,0,NOUN,NOUN,VERB,0,0,drilling,operations,linking,NN,NNS,VBG
-,0,0,0,NOUN,ADP,NOUN,0,0,operations,in,drilling,NNS,IN,NN
-,0,0,0,ADP,PROPN,NOUN,0,0,in,Santa,operations,IN,NNP,NNS
-,0,1,0,PROPN,PROPN,ADP,0,0,Santa,"Barbara,Calif.,",in,NNP,NNP,IN
-,0,1,0,PROPN,PUNCT,PROPN,0,0,"Barbara,Calif.,",to,Santa,NNP,",",NNP
I-STAT,0,0,0,PUNCT,PROPN,PROPN,0,0,to,Texas,"Barbara,Calif.,",",",NNP,NNP
-,0,1,0,PROPN,PUNCT,PUNCT,0,0,Texas,refineries.,to,NNP,",",","
-,0,0,0,PUNCT,OMEGAPOS,PROPN,0,0,refineries.,OMEGA,Texas,",",OMEGATAG,NNP
-,0,1,0,PROPN,VERB,PHIPOS,0,0,Mercer,said,PHI,NNP,VBD,PHITAG
-,0,0,0,VERB,PROPN,PROPN,0,0,said,Celeron's,Mercer,VBD,NNP,NNP
-,0,1,0,PROPN,PART,VERB,0,0,Celeron's,reserveswould,said,NNP,POS,VBD
-,0,0,0,PART,AUX,PROPN,0,0,reserveswould,not,Celeron's,POS,MD,NNP
-,0,0,0,AUX,PART,PART,0,0,not,be,reserveswould,MD,RB,POS
-,0,0,0,PART,AUX,AUX,0,0,be,sold,not,RB,VB,MD
-,0,0,0,AUX,VERB,PART,0,0,sold,separately,be,VB,VBN,RB
-,0,0,0,VERB,ADV,AUX,0,0,separately,from,sold,VBN,RB,VB
-,0,0,0,ADV,ADP,VERB,0,0,from,the,separately,RB,IN,VBN
-,0,0,0,ADP,DET,ADV,0,0,the,pipeline.,from,IN,DT,RB
-,0,0,0,DET,OMEGAPOS,ADP,0,0,pipeline.,OMEGA,the,DT,OMEGATAG,IN
-,0,1,0,VERB,NOUN,PHIPOS,0,0,Concerning,speculation,PHI,VBG,NN,PHITAG
-,0,0,0,NOUN,SCONJ,VERB,0,0,speculation,that,Concerning,NN,IN,VBG
-,0,0,0,SCONJ,NUM,NOUN,0,0,that,two,speculation,IN,CD,NN
I-AMT,0,0,0,NUM,NUM,SCONJ,0,0,two,billion,that,CD,CD,IN
I-AMT,0,0,0,NUM,NOUN,NUM,0,0,billion,dlr,two,CD,NN,CD
I-AMT,0,0,0,NOUN,NOUN,NUM,0,0,dlr,price,billion,NN,NN,CD
-,0,0,0,NOUN,NOUN,NOUN,0,0,price,tag,dlr,NN,NN,NN
-,0,0,0,NOUN,NOUN,NOUN,0,0,tag,forCeleron,price,NN,NN,NN
-,0,0,0,NOUN,AUX,NOUN,0,0,forCeleron,was,tag,NN,VBD,NN
-,0,0,0,AUX,ADV,NOUN,0,0,was,too,forCeleron,VBD,RB,NN
-,0,0,0,ADV,ADJ,AUX,0,0,too,"high,",was,RB,JJ,VBD
-,0,0,0,ADJ,PUNCT,ADV,0,0,"high,",Mercer,too,JJ,",",RB
-,0,1,0,PUNCT,PROPN,ADJ,0,0,Mercer,said,"high,",",",NNP,JJ
-,0,0,0,PROPN,VERB,PUNCT,0,0,said,"""There",Mercer,NNP,VBD,","
-,0,0,0,VERB,PUNCT,PROPN,0,0,"""There",is,said,VBD,``,NNP
-,0,0,0,PUNCT,PRON,VERB,0,0,is,no,"""There",``,EX,VBD
-,0,0,0,PRON,AUX,PUNCT,0,0,no,fire,is,EX,VBZ,``
-,0,0,0,AUX,DET,PRON,0,0,fire,sale,no,VBZ,DT,EX
-,0,0,0,DET,NOUN,AUX,0,0,sale,goingon,fire,DT,NN,VBZ
-,0,0,0,NOUN,NOUN,DET,0,0,goingon,here,sale,NN,NN,DT
-,0,0,0,NOUN,NOUN,NOUN,0,0,here,and,goingon,NN,NN,NN
I-SELL,0,0,0,NOUN,ADV,NOUN,0,0,and,we,here,NN,RB,NN
-,0,0,0,ADV,CCONJ,NOUN,0,0,we,can,and,RB,CC,NN
-,0,0,0,CCONJ,PRON,ADV,0,0,can,continue,we,CC,PRP,RB
-,0,0,0,PRON,AUX,CCONJ,0,0,continue,to,can,PRP,MD,CC
I-STAT,0,0,0,AUX,VERB,PRON,0,0,to,keep,continue,MD,VB,PRP
-,0,0,0,VERB,PART,AUX,0,0,keep,Celeron,to,VB,TO,MD
B-AQ,0,1,0,PART,VERB,VERB,0,0,Celeron,as,keep,TO,VB,VB
-,0,0,0,VERB,PROPN,PART,0,0,as,a,Celeron,VB,NNP,TO
-,0,0,0,PROPN,ADP,VERB,0,0,a,profitableoperation,as,NNP,IN,VB
-,0,0,0,ADP,DET,PROPN,0,0,profitableoperation,throughout,a,IN,DT,NNP
-,0,0,0,DET,NOUN,ADP,0,0,throughout,the,profitableoperation,DT,NN,IN
-,0,0,0,NOUN,ADP,DET,0,0,the,year.,throughout,NN,IN,DT
-,0,0,0,ADP,OMEGAPOS,NOUN,0,0,year.,OMEGA,the,IN,OMEGATAG,NN
-,0,0,0,PUNCT,PROPN,PHIPOS,0,0,"""Mercer",said,PHI,``,NNP,PHITAG
-,0,0,0,PROPN,VERB,PUNCT,0,0,said,the,"""Mercer",NNP,VBD,``
-,0,0,0,VERB,DET,PROPN,0,0,the,expected,said,VBD,DT,NNP
-,0,0,0,DET,VERB,VERB,0,0,expected,1st,the,DT,VBN,VBD
-,0,0,0,VERB,ADJ,DET,0,0,1st,quarter,expected,VBN,JJ,DT
-,0,0,0,ADJ,NOUN,VERB,0,0,quarter,operating,1st,JJ,NN,VBN
-,0,0,0,NOUN,NOUN,ADJ,0,0,operating,profit,quarter,NN,NN,JJ
-,0,0,0,NOUN,NOUN,NOUN,0,0,profit,wasbased,operating,NN,NN,NN
-,0,0,0,NOUN,VERB,NOUN,0,0,wasbased,on,profit,NN,VBD,NN
-,0,0,0,VERB,ADP,NOUN,0,0,on,the,wasbased,VBD,IN,NN
-,0,0,0,ADP,DET,VERB,0,0,the,new,on,IN,DT,VBD
-,0,0,0,DET,ADJ,ADP,0,0,new,share,the,DT,JJ,IN
-,0,0,0,ADJ,NOUN,DET,0,0,share,total,new,JJ,NN,DT
-,0,0,0,NOUN,NOUN,ADJ,0,0,total,after,share,NN,NN,JJ
-,0,0,0,NOUN,ADP,NOUN,0,0,after,Goodyear's,total,NN,IN,NN
-,0,1,0,ADP,PROPN,NOUN,0,0,Goodyear's,share,after,IN,NNP,NN
-,0,0,0,PROPN,PART,ADP,0,0,share,repurchaselast,Goodyear's,NNP,POS,IN
-,0,0,0,PART,NOUN,PROPN,0,0,repurchaselast,year,share,POS,NN,NNP
-,0,0,0,NOUN,NOUN,PART,0,0,year,to,repurchaselast,NN,NN,POS
I-STAT,0,0,0,NOUN,NOUN,NOUN,0,0,to,fend,year,NN,NN,NN
-,0,0,0,NOUN,PART,NOUN,0,0,fend,off,to,NN,TO,NN
-,0,0,0,PART,VERB,NOUN,0,0,off,Sir,fend,TO,VB,NN
-,0,1,0,VERB,ADP,PART,0,0,Sir,James,off,VB,RP,TO
-,0,1,0,ADP,PROPN,VERB,1,0,James,Goldsmith's,Sir,RP,NNP,VB
-,0,1,0,PROPN,PROPN,ADP,0,0,Goldsmith's,hostile,James,NNP,NNP,RP
-,0,0,0,PROPN,PROPN,PROPN,0,0,hostile,takeoverbid.,Goldsmith's,NNP,NNP,NNP
-,0,0,0,PROPN,OMEGAPOS,PROPN,0,0,takeoverbid.,OMEGA,hostile,NNP,OMEGATAG,NNP
I-PURCH,0,1,0,PROPN,PROPN,PHIPOS,0,0,Atlantic,Financial,PHI,NNP,NNP,PHITAG
I-PURCH,0,1,0,PROPN,VERB,PROPN,0,0,Financial,said,Atlantic,NNP,VBD,NNP
-,0,0,0,VERB,VERB,PROPN,0,0,said,itsigned,Financial,VBD,VBD,NNP
-,0,0,0,VERB,DET,VERB,0,0,itsigned,a,said,VBD,DT,VBD
-,0,0,0,DET,ADJ,VERB,0,0,a,definitive,itsigned,DT,JJ,VBD
B-STAT,0,0,0,ADJ,NOUN,DET,0,0,definitive,agreement,a,JJ,NN,DT
I-STAT,0,0,0,NOUN,PART,ADJ,0,0,agreement,to,definitive,NN,TO,JJ
-,0,0,0,PART,VERB,NOUN,0,0,to,acquire,agreement,TO,VB,NN
-,0,0,0,VERB,PROPN,PART,0,0,acquire,Centurion,to,VB,NNP,TO
B-AQ,0,1,0,PROPN,PROPN,VERB,0,0,Centurion,Savings,acquire,NNP,NNP,VB
I-AQ,0,1,0,PROPN,PROPN,PROPN,0,0,Savings,andLoan,Centurion,NNP,NNP,NNP
-,0,0,0,PROPN,PROPN,PROPN,0,0,andLoan,Association.,Savings,NNP,NNP,NNP
-,0,1,0,PROPN,OMEGAPOS,PROPN,0,0,Association.,OMEGA,andLoan,NNP,OMEGATAG,NNP
I-PURCH,0,1,0,PROPN,AUX,PHIPOS,0,0,Atlantic,did,PHI,NNP,VBD,PHITAG
-,0,0,0,AUX,PART,PROPN,0,0,did,not,Atlantic,VBD,RB,NNP
-,0,0,0,PART,VERB,AUX,0,0,not,disclose,did,RB,VB,VBD
-,0,0,0,VERB,DET,PART,0,0,disclose,the,not,VB,DT,RB
-,0,0,0,DET,NOUN,VERB,0,0,the,purchase,disclose,DT,NN,VB
-,0,0,0,NOUN,NOUN,DET,0,0,purchase,price.,the,NN,NN,DT
-,0,0,0,NOUN,OMEGAPOS,NOUN,0,0,price.,OMEGA,purchase,NN,OMEGATAG,NN
I-PURCH,0,1,0,PROPN,VERB,PHIPOS,0,0,Atlantic,said,PHI,NNP,VBD,PHITAG
-,0,0,0,VERB,PRON,PROPN,0,0,said,it,Atlantic,VBD,PRP,NNP
-,0,0,0,PRON,ADV,VERB,0,0,it,originally,said,PRP,RB,VBD
-,0,0,0,ADV,VERB,PRON,0,0,originally,announced,it,RB,VBD,PRP
-,0,0,0,VERB,PRON,ADV,0,0,announced,its,originally,VBD,PRP$,RB
-,0,0,0,PRON,NOUN,VERB,0,0,its,intention,announced,PRP$,NN,VBD
-,0,0,0,NOUN,NOUN,PRON,0,0,intention,toacquire,its,NN,NN,PRP$
-,0,0,0,NOUN,PROPN,NOUN,0,0,toacquire,"Centurion,",intention,NN,NNP,NN
-,0,1,0,PROPN,PUNCT,NOUN,0,0,"Centurion,",located,toacquire,NNP,",",NN
-,0,0,0,PUNCT,VERB,PROPN,0,0,located,in,"Centurion,",",",VBN,NNP
-,0,0,0,VERB,ADP,PUNCT,0,0,in,Los,located,VBN,IN,","
B-AQL,0,1,0,ADP,PROPN,VERB,0,0,Los,"Angeles,",in,IN,NNP,VBN
-,0,1,0,PROPN,PROPN,ADP,0,0,"Angeles,",on,Los,NNP,NNP,IN
-,0,0,0,PROPN,PUNCT,PROPN,0,0,on,Feb,"Angeles,",NNP,",",NNP
-,0,1,0,PUNCT,ADP,PROPN,0,0,Feb,"23,",on,",",IN,NNP
-,0,0,0,ADP,PROPN,PUNCT,0,0,"23,",1987.Centurion,Feb,IN,NNP,","
-,0,0,0,PROPN,NUM,ADP,0,0,1987.Centurion,has,"23,",NNP,CD,IN
-,0,0,0,NUM,PUNCT,PROPN,0,0,has,assets,1987.Centurion,CD,",",NNP
-,0,0,0,PUNCT,NOUN,NUM,0,0,assets,of,has,",",NN,CD
-,0,0,0,NOUN,VERB,PUNCT,0,0,of,105,assets,NN,VBZ,","
-,0,0,0,VERB,NOUN,NOUN,0,0,105,mln,of,VBZ,NNS,NN
-,0,0,0,NOUN,ADP,VERB,0,0,mln,"dlrs,",105,NNS,IN,VBZ
-,0,0,0,ADP,NUM,NOUN,0,0,"dlrs,",Atlantic,mln,IN,CD,NNS
I-PURCH,0,1,0,NUM,NOUN,ADP,0,0,Atlantic,said.,"dlrs,",CD,NN,IN
-,0,0,0,NOUN,OMEGAPOS,NUM,0,0,said.,OMEGA,Atlantic,NN,OMEGATAG,CD
B-PURCH,0,1,0,PROPN,PROPN,PHIPOS,0,0,First,Montauk,PHI,NNP,NNP,PHITAG
I-PURCH,0,1,0,PROPN,PROPN,PROPN,0,0,Montauk,Securities,First,NNP,NNPS,NNP
I-PURCH,0,1,0,PROPN,PROPN,PROPN,0,0,Securities,Corpsaid,Montauk,NNPS,NNP,NNP
-,0,1,0,PROPN,PRON,PROPN,0,0,Corpsaid,it,Securities,NNP,PRP,NNPS
-,0,0,0,PRON,AUX,PROPN,0,0,it,has,Corpsaid,PRP,VBZ,NNP
-,0,0,0,AUX,VERB,PRON,0,0,has,reached,it,VBZ,VBN,PRP
-,0,0,0,VERB,DET,AUX,0,0,reached,a,has,VBN,DT,VBZ
-,0,0,0,DET,ADJ,VERB,0,0,a,preliminary,reached,DT,JJ,VBN
-,0,0,0,ADJ,NOUN,DET,0,0,preliminary,merger,a,JJ,NN,DT
-,0,0,0,NOUN,NOUN,ADJ,0,0,merger,agreement,preliminary,NN,NN,JJ
-,0,0,0,NOUN,PROPN,NOUN,0,0,agreement,withMCC-Presidential,merger,NN,NNP,NN
-,0,0,0,PROPN,PUNCT,NOUN,0,0,withMCC-Presidential,Inc.The,agreement,NNP,HYPH,NN
-,0,1,0,PUNCT,PROPN,PROPN,0,0,Inc.The,company,withMCC-Presidential,HYPH,NNP,NNP
-,0,0,0,PROPN,PROPN,PUNCT,0,0,company,said,Inc.The,NNP,NNP,HYPH
-,0,0,0,PROPN,DET,PROPN,0,0,said,MCC,company,NNP,DT,NNP
-,0,1,0,DET,NOUN,PROPN,0,0,MCC,shareholders,said,DT,NN,NNP
-,0,0,0,NOUN,VERB,DET,0,0,shareholders,would,MCC,NN,VBD,DT
-,0,0,0,VERB,PROPN,NOUN,0,0,would,have,shareholders,VBD,NNP,NN
-,0,0,0,PROPN,NOUN,VERB,0,0,have,a,would,NNP,NNS,VBD
-,0,0,0,NOUN,AUX,PROPN,0,0,a,25,have,NNS,MD,NNP
-,0,0,0,AUX,VERB,NOUN,0,0,25,pct,a,MD,VB,NNS
-,0,0,0,VERB,DET,AUX,0,0,pct,stakein,25,VB,DT,MD
-,0,0,0,DET,NUM,VERB,0,0,stakein,the,pct,DT,CD,VB
-,0,0,0,NUM,NOUN,DET,0,0,the,combined,stakein,CD,NN,DT
-,0,0,0,NOUN,NOUN,NUM,0,0,combined,company,the,NN,NN,CD
-,0,0,0,NOUN,DET,NOUN,0,0,company,and,combined,NN,DT,NN
-,0,0,0,DET,VERB,NOUN,0,0,and,would,company,DT,VBN,NN
-,0,0,0,VERB,NOUN,DET,0,0,would,receive,and,VBN,NN,DT
